Name,Location,Brand,Gender,      Age,Reviews
Julius Ellis,Italy,Sony,Female,28,Wouldn't buy.
Thea Farrow,South Korea,HP,Male,30,All good except for the fit
Callie Tailor,India,Dell,Female,23,BUD SIZE IS NOT FOR NORMAL PERSON EAR
Chadwick Williams,Mexico,Dell,Male,21,Faulty product
Enoch Warden,Italy,Samsung,Female,19,Worst product.
Eduardo Reid,United States,Dell,Female,18,Hopeless product. Donot recommend anyone to buy this product.
Bryce Moore,Mexico,Amazon,Male,28,Not made for OnePlus user.
Domenic Pope,Singapore,Amazon,Male,20,It's Ok
Hayden Pond,China,Amazon,Female,26,Wanted to replace the product with another wireless headphone model
Stacy Howard,Canada,Sony,Female,25,Too much scratch .. over priced
Juliet Donnelly,Ukraine,Dell,Female,25,Over cast
Michael Snow,New Zealand,Dell,Male,23,Too much expensive.
Mabel Owens,South Africa,Amazon,Female,19,GZx
Julianna James,Chile,HP,Male,22,Not worth
Harmony Howard,Belgium,Sony,Male,22,Waste of time
Mason Collingwood,Austria,Microsoft,Female,24,Not good phone
Hayden Stone,Ireland,Microsoft,Female,19,Good
Maxwell Hancock,Russian Federation,HP,Male,19,Not satisfied
Noah Cann,Singapore,Dell,Female,26,Not worth of money
Percy Norman,Germany,LG,Male,21,Completely unsatisfied
Julianna Richardson,Philippines,Amazon,Female,27,Misleading
Tyler Lomax,Australia,Amazon,Female,27,"Faulty watch, not the original pebble"
Penelope Taylor,New Zealand,Amazon,Male,18,UI error
Ellen Quinton,India,HP,Female,27,bright pink not rose gold
Beatrice Middleton,Philippines,Dell,Male,20,No camera no calling option sorry
Elise Seymour,United Kingdom,Microsoft,Female,27,DON'T BUY.. WASTE OF MONEY AND TIME..
Cecilia Ellery,Sweden,Apple,Female,22,Very bad product waste of money
Javier Lynn,Peru,LG,Male,26,Not worth
Robyn Wilde,Colombia,LG,Female,26,Colour change
Lorraine Collins,Indonesia,Samsung,Male,25,Confused whom to blame
Maxwell Evans,Pakistan,Sony,Male,24,plz do no buy the Phone
Mayleen Chester,Indonesia,Amazon,Male,24,battery was bulged
Havana Patel,Spain,Dell,Female,25,Defective Piece
Laila Robinson,Canada,Microsoft,Female,29,"Cute, holds charge, but poor audio and speaker."
Peyton Clayton,Nigeria,Sony,Female,27,"It is a no old Nokia ,Very bad bulid qulity and not value for money price is very high."
Ruth Kaur,Colombia,HP,Male,27,"No warranty, buy at own risk"
Michelle Poole,South Africa,HP,Male,30,One Star
Alan Owen,Costa Rica,HP,Female,25,DO NOT PURCHASE
Elisabeth Stevenson,Canada,Dell,Male,29,For those interested in an older type not so fancy phone.. It's a good phone.
Eileen Raven,Netherlands,HP,Female,25,Worst buds get one or there issues randomly
Luna Rose,Germany,Sony,Male,20,"Damaged, not sanitized"
Ryan Fox,Poland,Amazon,Female,24,Chinese product
Kurt Verdon,United Kingdom,Amazon,Female,30,Worst
Henry Hardwick,Chile,Apple,Female,21,Waste product
Melanie Callan,Sweden,Amazon,Male,28,Fully used product
Benny Strong,Norway,HP,Male,22,Highe price
Nick Gaynor,Mexico,Samsung,Female,28,Worse
Margaret Oatway,Russian Federation,Sony,Male,30,Empty box
Kurt Bishop,Netherlands,Dell,Female,24,Poor quality
Violet Thompson,Costa Rica,HP,Male,24,..
Hanna Hopkinson,Belgium,Dell,Male,21,YOU BUY GOOD YOJ CRY ONCE... you buy cheap you cry again and again
Oliver Stanley,Ukraine,HP,Female,20,Powerbank
Emmanuelle Atkinson,China,Sony,Male,21,Not worth 100
Nick Fowler,Chile,Amazon,Male,21,Don't take risk go for good brand for phone safety
Anthony Overson,Costa Rica,Dell,Female,30,West don't work
Barry James,United States,Apple,Female,23,It is not 10000
Emely Wright,Ireland,LG,Male,18,Negative.
Penelope Mccormick,Italy,Microsoft,Female,21,Not suggested.
Benjamin Vincent,Chile,Samsung,Female,18,Defective Product ! Suggest not to buy !!
Domenic Hall,India,HP,Female,26,Pathetic manufacturing.
Aiden Callan,Norway,HP,Female,29,micro usb charging port not working
Liliana Judd,India,Dell,Male,24,Not worth it.
Raquel Tennant,China,Sony,Female,20,Cable with syska powerbank
Danny Aldridge,Mexico,Dell,Female,24,Very bad. Didn’t expect from Amazon and syska.
Makena Chester,Brazil,Dell,Female,23,DO NOT PURCHASE
Holly Stevens,South Korea,Sony,Male,29,Dissatisfied with Amazon on this product.
Skylar Price,Spain,Sony,Female,20,Very worst product
Johnathan Jarvis,Pakistan,Amazon,Female,22,The power core supplied without power cable.
Summer Varley,Sweden,Samsung,Male,23,Never trust brands blindly
Owen Willis,Austria,Apple,Male,19,Bad
Tyler Morris,Spain,Dell,Female,30,Bad decision
Jayden Howard,Singapore,Amazon,Female,25,Protection about of back camera
Bryce Morley,Peru,HP,Female,25,Protecting camera
Hayden Thompson,Colombia,Apple,Male,30,Irritating customer service teams
Kurt Gallacher,United States,Dell,Male,29,Now NO sony headphones ever.
Leilani Stevens,Nigeria,Amazon,Female,23,Worst product ever from Sony
Denis Rehman,Turkey,Sony,Male,21,Not as expected
Dalia Cooper,United Kingdom,Amazon,Male,27,Disappointed 😩😩
Harmony Baxter,Spain,Amazon,Female,22,"Don't buy it, waste of money"
Harvey Reynolds,Vietnam,Samsung,Male,27,Wrost Product package already used and ear phone is not good.
Owen Gilmour,Ukraine,Sony,Female,20,Not good
Bob Edley,Ireland,Amazon,Female,25,Received damaged and used product
Domenic Owens,India,Apple,Male,30,Good speaker but bad mic
Melanie Hewitt,Nigeria,LG,Male,23,Not for Calling
Tyson Upton,Indonesia,Sony,Male,29,Superb sound with poor design
Lucas Grey,United States,Sony,Female,29,Good Headset but poor Mic and noise cancellation
Abdul Cann,Brazil,Amazon,Female,28,Nice Product from JBL
Leanne Wise,Germany,Samsung,Male,29,No use product for official work use
Maya Thompson,Poland,HP,Male,20,Good be better
Georgia Shelton,Ireland,Samsung,Male,29,JBL lost their quality
Josephine Asher,Chile,Dell,Male,25,Pain in the ear
Jayden Briggs,Germany,Dell,Male,18,Earphone size is too big and not adjusting properly
Celia Torres,Belgium,Microsoft,Male,22,"Only for calling purpose,not for music lover"
Manuel Flynn,Nigeria,Sony,Female,27,You can not expect warranty replacement or service
Elise Jacobs,Costa Rica,Microsoft,Male,24,not great
Hayden Holmes,Indonesia,LG,Female,28,Some unwanted noise from the left ear bud.
Leilani Egerton,Ireland,Sony,Male,25,Poor quality product
Ronald Mccall,Ukraine,Amazon,Male,27,Too much price for these not poor pair of Earbuds.
Manuel Pitt,Ireland,Amazon,Female,19,Below average
William Grant,Indonesia,Apple,Female,18,There is a PROBLEM with earbuds!! REPLACEMENT also has same.
Sebastian Vernon,Philippines,Sony,Female,28,"Don't go with the rating, not worth a penny"
Manuel James,South Korea,Samsung,Male,19,Built quality not as expected
Brad Tailor,Ukraine,Dell,Female,26,defective left ear piece. You may be next victim of this.
Abdul Roberts,Australia,Apple,Female,23,Not a good experience.
Luke Mann,South Africa,Amazon,Male,18,Stopped working in days .. how to get replacement ??
Summer Howard,Poland,Samsung,Female,25,Disappointing
Rufus Paterson,Italy,Microsoft,Male,28,Poor quality!
Sabina Cowan,United Kingdom,LG,Female,22,Caution: It's not a Fast Charger (as mentioned by the Seller)
Stacy Walsh,Australia,Dell,Female,21,Don't purchase this product
Britney Mcleod,Philippines,HP,Female,20,not a fast charger.
Robyn Faulkner,Pakistan,HP,Female,18,This is not a fast charge for Iphone Models after X & Google pixel 2 & Later
Analise Fisher,Spain,LG,Female,24,Pls don’t waste your money
Chad Gardner,Nigeria,Amazon,Female,27,Not support fast charging..
Chloe Varley,China,Samsung,Male,18,Price is too high.
Mason Holt,France,Dell,Female,30,Sides came off
Alan Higgs,Norway,Amazon,Female,26,I don't like material. Bad material
Denny Giles,New Zealand,Sony,Female,29,The phone sound output got corrupted within few days
Amelia Buckley,New Zealand,Sony,Female,28,Okay but 'armour'?
Aeris Lane,Ireland,LG,Female,24,Pre-owned product
Eduardo Mcneill,Nigeria,Dell,Female,18,Good basic case
Abbey Vass,South Korea,HP,Male,26,Glass smaller than phone screen size
Anthony Clifton,Costa Rica,HP,Male,18,"Top Hülle, Schützt das Nord zu 100%"
Christine Nicholls,Costa Rica,Microsoft,Female,19,Buona...mah
Owen Jefferson,China,Sony,Male,18,Very BAD Charging is very Very Slow..PLEASE AVOID BUYING THIS PHONE
Aisha Chapman,Sweden,Amazon,Male,28,Don't buy the mobile- Worst experience
Bart Mooney,Norway,HP,Female,26,battery problem
Erick Verdon,Belgium,Amazon,Female,28,&
Enoch Larkin,Costa Rica,Samsung,Male,23,Sound not perfect
Carina Blackwall,India,Sony,Female,22,Bad phone
Daniel Dwyer,New Zealand,Microsoft,Female,29,Slow mobile
Hayden Rogers,Austria,Dell,Female,23,😠😠😠 2nd hnd mbil de diya
Macy Darcy,South Africa,HP,Male,56,Charger not working properly
Tyler Vernon,Canada,Samsung,Female,60,Worst
Matthew Hooper,Sweden,Sony,Male,54,It's not as friendly as the old one was
Denis Vallory,Mexico,Amazon,Female,60,Worst Product - Stopped working after 2 weeks
Josh Martin,Costa Rica,Microsoft,Male,52,Unlike Nokia
Monica Lindsay,Singapore,LG,Male,60,Waste of money
Eve King,Norway,Microsoft,Female,57,POOR QUALITY. please don't buy
Willow Ashwell,Norway,Samsung,Female,60,Feedback
Enoch Reynolds,Mexico,Dell,Female,59,Nokia is becoming primitive instead of advanced ..  even basic features are not there
Alessandra Patel,Germany,Amazon,Male,54,Received defective piece. don't buy this phone in online. Prefer shop purchase.
Madelyn Fox,Sweden,Dell,Male,60,Not suitable for aged/older person. None of the company think about old people
Darlene Rainford,Peru,Dell,Female,59,No screen protection
Harry Windsor,Brazil,Dell,Male,54,Its ok for what we are paying.
Fred Power,Turkey,LG,Female,55,Worth the Price
John Archer,Colombia,Sony,Female,58,Not feels new
Denny Calderwood,Australia,LG,Male,55,Smart watch
Johnathan Collins,India,LG,Female,58,Watch not working
Adeline Mcguire,Ireland,Sony,Male,56,Not buy
Michael Rogers,Turkey,LG,Male,52,Don't buy please
Penelope Emmott,South Korea,LG,Female,53,Not good
Domenic Emerson,Austria,Amazon,Female,54,Oneplus
Noemi Porter,South Africa,Samsung,Male,59,Not rated yet
Hank Walker,Spain,HP,Female,55,Strong power but heavy device
Analise Sylvester,Spain,Microsoft,Female,52,Disappointed
Maxwell Price,China,Amazon,Male,55,Power Bank is Dead after 3-4 charges. Horrible after sales service arrangements.
Daron Jackson,Colombia,Sony,Female,57,Go for other companies products
Mark Overson,Ukraine,LG,Female,59,A PRODUCT THAT CHEATS!
Liam Norton,South Korea,Microsoft,Male,52,Too heavy for carrying
Matt Pickard,Pakistan,LG,Male,51,Item does not perform as claimed. Not a good buy.
Janelle Bowen,Turkey,Dell,Male,50,Upset to buy.
Paige Knight,Chile,Amazon,Female,55,Disappointing.
Caleb Edwards,Nigeria,Sony,Female,58,Defective charging ports.
Juliet Walker,Philippines,HP,Female,60,Seems got an used product
Leah Khan,United States,Amazon,Female,60,Worthless
Quinn Stuart,Germany,Amazon,Female,57,"Heated up, blew"
Aileen Stewart,Germany,LG,Male,52,Received Micro usb instead of usb type c charger. Replacement initiated.
Johnny Collis,China,LG,Male,60,Received micro usb type charger
Harry Potts,Indonesia,Dell,Female,53,Bad exp
William Sinclair,Austria,Amazon,Female,52,Super slow charge or Delay charge
Rufus Hamilton,Austria,Dell,Female,58,UNSUPPORTED PRODUCT
Elijah Dickson,Nigeria,Dell,Male,57,Don't buy
Camila Tanner,Nigeria,LG,Male,51,Scam
Chadwick Jackson,Italy,Sony,Male,57,Faulty charger
Jamie Brown,Spain,LG,Female,51,Wire not found
Mike Jordan,Spain,Amazon,Male,56,Doesn't seem to do fast charging
Camden Rossi,United States,Samsung,Male,55,Not working after two weeks
Jackeline Utterson,Turkey,Samsung,Female,56,Not performing as claimed
Boris Cork,Pakistan,Dell,Female,54,Not type C
Mark Gonzales,Russian Federation,Microsoft,Female,51,poor quality
Denis Roberts,Sweden,Apple,Male,58,Too slow
Ron Isaac,Brazil,HP,Male,58,Heats up..
Isabel Morgan,Philippines,Sony,Female,55,Fooled by Portronics/ Amazon
Alma Rehman,France,Sony,Male,57,Not good
Amy Jeffery,Vietnam,Amazon,Male,52,Not durable
Wade Coll,Austria,Apple,Female,58,Gets damaged within 8 Months use
Isabella Clarke,Singapore,Amazon,Male,52,Waste of money
Oliver Hooper,United Kingdom,Samsung,Female,60,One Star
Hailey Uttridge,India,Samsung,Female,56,Temporary good
Michael Ellison,Brazil,Microsoft,Male,54,Very short life.
Bryon Eagle,Pakistan,Sony,Male,50,Disliked
Michelle Sinclair,Philippines,Amazon,Male,56,Bad service's
Greta Potts,Netherlands,Apple,Female,59,Unhappy
Enoch Devonport,Italy,Sony,Female,58,Low sound
Brad Baxter,New Zealand,Apple,Male,56,Product Quality.
Aiden Harrington,Russian Federation,HP,Male,59,Ear Buds to hard
Angela King,South Korea,Dell,Male,55,No sound Bluetooth headset
Danny Redden,Russian Federation,Sony,Male,58,The product is average
Gabriel Nayler,Turkey,Microsoft,Male,58,Not as expected
Cedrick Doherty,Italy,LG,Male,58,Dissconnection problem
Daron Douglas,Indonesia,Amazon,Female,60,Not a good product  to purchase
Rufus Mcguire,Ukraine,Dell,Male,56,Average
Bob Marshall,Spain,Microsoft,Female,54,Good headset.
Emely Coates,Spain,Samsung,Male,51,Never go for this !!
Johnathan Campbell,Italy,Samsung,Male,52,Incorrect product sale
Nick Tobin,Nigeria,HP,Female,56,NOT an exclusive product
Roger Wigley,Austria,HP,Female,57,Earbuds are good but defective case.
Bethany West,Belgium,Apple,Female,57,From 5 stars to 1 star
Margaret Townend,United Kingdom,LG,Male,51,not comfortable
Aeris Emerson,United Kingdom,HP,Female,50,Average....
Kassandra Lindsay,India,Amazon,Female,58,Not for calling purpose. Mic sucks
Jacob Ebbs,China,Amazon,Male,60,Very disappointing on product. 5 star to Amazon customer care though.
Anne Oakley,Ukraine,Dell,Female,58,A good headphones which went unserviceable in14 days.
Brad Downing,Norway,HP,Male,53,You will get 6000mah with complete charge
John Knight,Singapore,Amazon,Female,57,very bad product
Harvey Raven,Italy,Dell,Female,50,Powerbank
Vera Pearson,Canada,Microsoft,Female,50,Misleading. Not worth it.
Trisha Pond,Canada,LG,Female,59,very compact and beautiful
Wade Ashwell,Austria,Dell,Female,60,"Not 10000 mAh, Only 5000-6000 mAh Capacity"
Caleb Addis,Austria,Dell,Female,57,Would like to have refund of my money.
Amy Kaur,Russian Federation,Dell,Male,53,Dissatisfied ND Dissapoint
Susan Cassidy,Chile,HP,Female,50,Worst product.
David Hope,Poland,Microsoft,Female,52,Worst power bank
Janelle Dixon,Poland,LG,Female,52,"not efficient becomes hot too fast , slower than uusal charger ."
Johnny Gordon,Italy,Amazon,Female,59,Not a 17W charger. Just any other Normal charger
Phillip Chapman,Brazil,Amazon,Female,59,Just ok product
Jenna Locke,Netherlands,Samsung,Female,50,Reasonable price and quality should improve
Camellia Fenton,Turkey,Sony,Male,53,Broken item delivered
Nathan Brooks,Chile,Microsoft,Male,56,Slow charge speed
Penny Burge,Russian Federation,Amazon,Female,58,Not fast charer. Heats up a lot.
Penelope Hall,Costa Rica,Apple,Male,50,Bakbaas
Stacy Vaughan,Belgium,LG,Male,56,It's just ok👎
Tyler Parsons,United Kingdom,Sony,Female,60,Charge speed
Liv Vane,Pakistan,Samsung,Female,54,Volume drops with multiple connections
Cynthia Ingham,United Kingdom,LG,Male,60,Not very effective
Ciara Morrow,South Korea,Dell,Female,52,just another splitter
Lexi Robinson,United States,Dell,Female,60,Not so great. Does the job.
Adela Clark,United Kingdom,Amazon,Female,57,It kills the sound quality
Harvey Lewis,Mexico,Samsung,Male,60,mediocre product
Michaela Yang,Costa Rica,Microsoft,Female,59,Horrible Purchase
Doug Gunn,Peru,Amazon,Male,54,Glitchy at best
George Grey,Indonesia,Dell,Female,60,Audio level gets halved
Adelaide Upton,Costa Rica,Sony,Male,59,Bad product
Elly Evans,Mexico,Sony,Male,54,Bad buy from Amazon
Michael Thompson,Chile,Dell,Female,55,Sound Quality
Carter Wise,South Korea,Dell,Female,58,Poor User Interface & Build
David Rowlands,United Kingdom,Amazon,Female,55,"Overall good, but should be more for old age people"
John Uttley,Pakistan,Microsoft,Male,58,Think once before purchase
Ciara Samuel,New Zealand,Apple,Male,56,Biggest mistake of my life.avoid at all costs.
Paula John,Mexico,HP,Female,52,Amazon should check regarding support from manufacturers befor selling any product
Cadence Driscoll,Ukraine,LG,Male,53,3310 nokia review and problem that faced
Juliette Murray,Colombia,LG,Female,54,Faulty product delivered
Kassandra King,Italy,LG,Female,59,"Basic phone with high price, wrong choice."
Jessica Gardner,Chile,Amazon,Male,55,Meglio chiarire ...è trasparente ....
Margaret Sanchez,Ireland,Amazon,Female,52,Best Cover but HEAVY and THICK
Destiny Bowen,Singapore,HP,Male,55,Nicht sehr passgenau.
Melania Oatway,India,LG,Male,57,Gut aber ziemlich massiv
Sofia Stewart,Chile,Microsoft,Female,59,Ultima volta
Lucas Stevens,Sweden,Amazon,Female,52,Komplizierte Bedienung
Naomi Little,Australia,HP,Male,51,Non come descritto
Javier Hunt,Italy,Dell,Female,50,achat inutile
Elena Lyon,Colombia,Amazon,Female,55,No wireless charging
Valerie Webster,Mexico,Microsoft,Male,58,Viel zu dick
Cherish Warner,United Kingdom,LG,Female,60,Average product
Emely Dempsey,Vietnam,Microsoft,Female,60,Worst earphones
Domenic Wood,Austria,Amazon,Male,57,Bluetooth headphone
Harry Dixon,Norway,Sony,Male,52,Don't buy this product
Johnny Vincent,France,Sony,Male,60,Fast
Adelaide Bishop,Italy,Amazon,Female,53,"Wrost, product was change"
Oliver Rowlands,Sweden,Amazon,Female,52,DO NOT BUY! DO NOT TAKE IT FOR FREE EITHER!
Mark Walker,Ireland,Samsung,Female,58,Okay
Rufus Campbell,Netherlands,Microsoft,Female,57,Missing
Adelaide Ingham,South Africa,HP,Female,51,Junk
Benny Judd,Ukraine,Microsoft,Male,57,Little below average
Nina Baxter,Italy,LG,Male,51,Don't buy plz🙏🙏
Rocco Bullock,United Kingdom,Amazon,Female,56,Suggest to buy
Tom Owen,Ireland,Microsoft,Female,55,Not working
Chuck Mitchell,Philippines,Amazon,Female,56,Ok ok
Lynn Thomson,Sweden,Dell,Male,54,Irritated in ear
Chuck Weatcroft,Philippines,Microsoft,Male,51,Not a user friendly
